calibration_basis_error,calibration_peak_state_bytes,calibration_size,clean_marginal_attenuation_rate,clean_target_correlation_error,clean_target_scale_scatter_error,contaminate_calibration,contaminated_calibration_rows,contaminated_cells,contamination_phase,diagnostics,effective_n,elapsed_seconds,epoch_size,front_loaded,k,marginal_clipped_coordinates,marginal_lambda,marginal_retained_contamination_rate,method,n,output_bytes,p,parallel_clipped_rows,parallel_lambda,rank,relative_location_error,relative_scale_error,residual_clipped_rows,residual_lambda,scenario,scheduled,seed,spectrum,state_bytes,status,subspace_error,subspace_error_final_regime,throughput_rows_per_second,tier,transformed_target_compression_error,transformed_target_scatter_compression_error
,0,512,,0.026113829011344927,0.02738789606081707,,0,0,,{},4000,0.003238129,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,strong,400,completed,0.016963076799479896,,1235281.2380235624,dense,,
,0,512,,0.035558497855093116,,,0,0,,{},4000,0.634535782,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,strong,4040,completed,0.01965023377717599,,6303.821019190372,dense,,
,0,512,,0.03642735653981391,,,0,0,,{},4000,2.130192041,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,strong,195600,completed,0.01959699276954977,,1877.7649728342028,dense,,
,0,512,0.003145,1.3651138547074033,0.5380169160690046,,0,0,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,8.270735841,,,10,0,3.0,,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,strong,38024,completed,0.17324908466011943,,483.63290484639236,dense,1.3742477587963777,0.5355387517931336
,1304752,512,0.003463302752293578,1.3931629922602333,0.575929120797616,,0,0,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 604, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 318, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.282884643,,,10,604,3.0,,dual_bound,4000,22000,50,1,4.0,5,,,318,1.5,clean,,500,strong,13200,completed,0.17825432804379507,,14140.03940821913,dense,1.3839352141497892,0.5942371254172061
,0,512,,0.8369969860434231,18388163.62171082,,0,17450,,{},4000,0.0028084,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,strong,400,completed,0.95185750747359,,1424298.5329725111,dense,,
,0,512,,0.09092596766960516,,,0,17450,,{},4000,0.616249764,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,strong,4040,completed,0.04712695100384789,,6490.874696708201,dense,,
,0,512,,0.049806357295623466,,,0,17450,,{},4000,2.201176264,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,strong,195600,completed,0.025619706037695554,,1817.2102186542568,dense,,
,0,512,0.0018625034237195288,1.7608918840594088,0.873290854843695,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,8.52693348,,,10,0,3.0,0.2625214899713467,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,strong,38024,completed,0.5968128366751347,,469.10181830103824,dense,2.654396436808644,0.9142828709518109
,1304752,512,0.003510672188595094,1.3373987600862647,0.6007435278179094,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 13781, 'parallel_clipped_rows': 32, 'residual_clipped_rows': 641, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.298457566,,,10,13781,3.0,0.24183381088825215,dual_bound,4000,22000,50,32,4.0,5,,,641,1.5,casewise_cauchy,,500,strong,13200,completed,0.18719114738784468,,13402.240236724305,dense,1.4477038834858853,0.6540856720619247
,0,512,,0.7975165934483713,16263813.252793465,,0,17193,,{},4000,0.002783129,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,strong,400,completed,0.9635558143427783,,1437231.260211079,dense,,
,0,512,,0.14258200941073343,,,0,17193,,{},4000,0.584343339,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,strong,4040,completed,0.04764395035291949,,6845.290658819335,dense,,
,0,512,,0.10824147604167376,,,0,17193,,{},4000,2.128804561,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,strong,195600,completed,0.03364874974192345,,1878.9888340529537,dense,,
,0,512,0.001903647015705088,2.1349626983630516,0.8856456365650078,,0,17193,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,8.510785167,,,10,0,3.0,0.2593497353574129,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,strong,38024,completed,0.5775208570355261,,469.9918892923925,dense,3.2953358703037163,0.922638546663163
,1304752,512,0.0034286005076109845,1.575169086177836,0.7483380853801053,,0,17193,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 13643, 'parallel_clipped_rows': 2, 'residual_clipped_rows': 3212, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.298873221,,,10,13643,3.0,0.23782934915372536,dual_bound,4000,22000,50,2,4.0,5,,,3212,1.5,cellwise_cauchy,,500,strong,13200,completed,0.3331860303517104,,13383.601202598207,dense,2.044493557527834,0.7896181832753961
,0,512,,0.30117803947021576,0.32710032699133645,,0,17450,,{},4000,0.0032059,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,strong,400,completed,0.4507008627182362,,1247699.5539474096,dense,,
,0,512,,0.3107632897862437,,,0,17450,,{},4000,0.647079686,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,strong,4040,completed,0.4505077038955173,,6181.618874062445,dense,,
,0,512,,0.31172048105293987,,,0,17450,,{},4000,2.074064448,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,strong,195600,completed,0.4505791899451372,,1928.5803793884807,dense,,
,0,512,0.0047767734867159685,1.3081729239597208,0.6230148342267594,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,8.292418016,,,10,0,3.0,1.0,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,strong,38024,completed,0.4784101000680394,,482.36835049585136,dense,1.2398795795970974,0.565271341746745
,1304752,512,0.003510672188595094,1.3249488989756921,0.656925666230673,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 551, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 641, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.244988454,,,10,551,3.0,1.0,dual_bound,4000,22000,50,1,4.0,5,,,641,1.5,bounded_out_of_subspace,,500,strong,13200,completed,0.47757605204941717,,16327.30006125105,dense,1.2793335309120923,0.6399536382698886
,0,512,,0.365200401514832,0.5052431572815848,,0,17450,,{},4000,0.002727477,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,strong,400,completed,0.06388345680597246,,1466556.8215607319,dense,,
,0,512,,0.36709325486522154,,,0,17450,,{},4000,0.007845436,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,strong,4040,completed,0.06239231128406819,,509850.567897055,dense,,
,0,512,,0.3672688547063259,,,0,17450,,{},4000,2.255221987,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,strong,195600,completed,0.06199345234108339,,1773.6613171818992,dense,,
,0,512,0.0030183511366748835,1.7962644349166041,0.6153116279940875,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.31942954,,,10,0,3.0,1.0,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,strong,38024,completed,0.21905352774821932,,12522.3233893772,dense,1.2625386392287936,0.3761490830584017
,1304752,512,0.003510672188595094,1.9031991631403697,0.6671906806884368,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 551, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 292, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.289352641,,,10,551,3.0,1.0,dual_bound,4000,22000,50,1,4.0,5,,,292,1.5,in_subspace_leverage,,500,strong,13200,completed,0.24154764762926922,,13823.96229796292,dense,1.261535664322154,0.407155391573625
,0,512,,0.7627260999838089,205.55222742942547,,0,17450,,{},4000,0.003464498,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,strong,400,completed,0.8466317140610448,,1154568.425209078,dense,,
,0,512,,0.2834437567297226,,,0,17450,,{},4000,0.007381951,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,strong,4040,completed,0.4500367205975786,,541862.1716670836,dense,,
,0,512,,0.2864011715172603,,,0,17450,,{},4000,2.264072503,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,strong,195600,completed,0.4501157784416613,,1766.7278740852232,dense,,
,0,512,0.004513831826896741,1.3280567854068939,0.6288056994725273,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.335417523,,,10,0,3.0,0.9617191977077364,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,strong,38024,completed,0.4781722603172387,,11925.435392354264,dense,1.3380268382720262,0.5946482371552553
,1304752,512,0.003510672188595094,1.3673205265785862,0.6562985988704102,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.64211907375996, 'residual_radius': 5.66639015415099, 'marginal_clipped_coordinates': 1227, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 641, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.286571629,,,10,1227,3.0,0.9612607449856734,dual_bound,4000,22000,50,1,4.0,5,,,641,1.5,mixed,,500,strong,13200,completed,0.4754758474654603,,13958.115860799326,dense,1.4122883394534442,0.6628030648758906
,0,512,,0.04004127557167895,0.04056687056930618,,0,0,,{},4000,0.003213885,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,weak,400,completed,0.04672832903142779,,1244599.6045284756,dense,,
,0,512,,0.04799110376659779,,,0,0,,{},4000,0.006356912,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,weak,4040,completed,0.053161451819860595,,629236.3336160702,dense,,
,0,512,,0.04868473382545822,,,0,0,,{},4000,2.219171369,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,weak,195600,completed,0.053745848028206304,,1802.4745884327422,dense,,
,0,512,0.003075,2.3135853193355165,0.9961954143889382,,0,0,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.32851832,,,10,0,3.0,,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,clean,,500,weak,38024,completed,0.7661937665491485,,12175.881089371213,dense,2.3168510945130665,0.9961791509031432
,1304752,512,0.0030103211009174314,1.5918092012852378,0.9933479122052881,,0,0,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 525, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 303, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.246792075,,,10,525,3.0,,dual_bound,4000,22000,50,1,4.0,5,,,303,1.5,clean,,500,weak,13200,completed,0.7666543470474988,,16207.975884152682,dense,1.5918085175021708,0.9934827125725292
,0,512,,0.621343926066105,10561846.308302626,,0,17450,,{},4000,0.002250995,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,weak,400,completed,0.9634363775647831,,1776991.9524476954,dense,,
,0,512,,0.08598385923670201,,,0,17450,,{},4000,0.009693169,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,weak,4040,completed,0.09475210766399005,,412661.74148000515,dense,,
,0,512,,0.06348192304429359,,,0,17450,,{},4000,2.262846143,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,weak,195600,completed,0.06939273848310058,,1767.685360480118,dense,,
,0,512,0.001791290057518488,2.5493533946701903,0.991191711215978,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.351806131,,,10,0,3.0,0.21214899713467048,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,500,weak,38024,completed,0.901490435584181,,11369.898496737682,dense,2.6282176578428675,0.994085700120314
,1304752,512,0.0030582988212806625,1.5918688877401164,0.994063936525287,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 14497, 'parallel_clipped_rows': 303, 'residual_clipped_rows': 623, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.312891212,,,10,14497,3.0,0.19673352435530087,dual_bound,4000,22000,50,303,4.0,5,,,623,1.5,casewise_cauchy,,500,weak,13200,completed,0.7821392966755939,,12783.99599155249,dense,1.6081342529136389,0.9946072762913136
,0,512,,0.40487065749180084,3440916.6874028454,,0,17364,,{},4000,0.004281204,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,weak,400,completed,0.9760691206279963,,934316.6081317312,dense,,
,0,512,,0.10997338262764476,,,0,17364,,{},4000,0.011029495,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,weak,4040,completed,0.12171330126143418,,362663.9297628767,dense,,
,0,512,,0.0882564106869354,,,0,17364,,{},4000,2.182744703,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,weak,195600,completed,0.0971400300578889,,1832.5551286425457,dense,,
,0,512,0.0018287741737663986,2.2804643665099618,0.9966577799664808,,0,17364,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.348897322,,,10,0,3.0,0.21308454273208938,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,500,weak,38024,completed,0.8598478258404542,,11464.691035948967,dense,2.414714188460817,0.9979218232590472
,1304752,512,0.0030120481927710845,1.6240495617550688,0.9940390370485853,,0,17364,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 14427, 'parallel_clipped_rows': 24, 'residual_clipped_rows': 2876, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.276263213,,,10,14427,3.0,0.19638332181524995,dual_bound,4000,22000,50,24,4.0,5,,,2876,1.5,cellwise_cauchy,,500,weak,13200,completed,0.8523892342210042,,14478.945483052787,dense,1.681157806020608,0.99540868257806
,0,512,,0.6466813381955717,0.7359059769452014,,0,17450,,{},4000,0.003664501,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,weak,400,completed,0.46098342907331885,,1091553.8022775815,dense,,
,0,512,,0.6559125438989999,,,0,17450,,{},4000,0.01344599,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,weak,4040,completed,0.46129739599702424,,297486.46250666556,dense,,
,0,512,,0.657217138738547,,,0,17450,,{},4000,2.261299654,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,weak,195600,completed,0.4615532872128164,,1768.894269684437,dense,,
,0,512,0.0033798959189263217,5.5274270661887215,1.0517780181151253,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.329416892,,,10,0,3.0,1.0,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,bounded_out_of_subspace,,500,weak,38024,completed,0.8498923575768009,,12142.668142227509,dense,4.286862195593444,0.7904080873140403
,1304752,512,0.0030582988212806625,5.050230535507766,1.061743857563023,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 480, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 623, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.337513749,,,10,480,3.0,1.0,dual_bound,4000,22000,50,1,4.0,5,,,623,1.5,bounded_out_of_subspace,,500,weak,13200,completed,0.860430820424756,,11851.369053412993,dense,3.6828574630534012,0.7661774796951819
,0,512,,0.5363437165291313,0.6483241406372243,,0,17450,,{},4000,0.004840961,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,weak,400,completed,0.10969107415298572,,826282.2195840867,dense,,
,0,512,,0.5422086794966084,,,0,17450,,{},4000,0.009129378,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,weak,4040,completed,0.11037018757285855,,438145.95035937824,dense,,
,0,512,,0.5433539159778168,,,0,17450,,{},4000,2.180985234,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,weak,195600,completed,0.11019412873563803,,1834.0335081791754,dense,,
,0,512,0.0039879485072582856,5.25211646914618,0.9720885702823632,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.341371857,,,10,0,3.0,1.0,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,in_subspace_leverage,,500,weak,38024,completed,0.8132086973948663,,11717.427544122362,dense,3.962119134823525,0.7197065734215284
,1304752,512,0.0030582988212806625,4.809798370638169,0.989907773045189,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 480, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 274, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.329542844,,,10,480,3.0,1.0,dual_bound,4000,22000,50,1,4.0,5,,,274,1.5,in_subspace_leverage,,500,weak,13200,completed,0.8112921243713969,,12138.027187748614,dense,3.3920352051781664,0.6931598372675782
,0,512,,0.4947476100378867,205.10587769685404,,0,17450,,{},4000,0.001946997,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,weak,400,completed,0.9061235107413237,,2054445.8979649174,dense,,
,0,512,,0.6032672346030076,,,0,17450,,{},4000,0.007556216,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,weak,4040,completed,0.45982991515994653,,529365.491934058,dense,,
,0,512,,0.6064465518870656,,,0,17450,,{},4000,2.250545805,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,weak,195600,completed,0.46009429537523167,,1777.3466290325073,dense,,
,0,512,0.0032046014790468366,5.460675758409631,1.0294165334470968,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.340496516,,,10,0,3.0,0.9611461318051576,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,mixed,,500,weak,38024,completed,0.8847536465025269,,11747.550450707107,dense,4.43353953335104,0.8292003388232385
,1304752,512,0.0030582988212806625,4.808205548586712,1.014182731455523,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 6.661957498440069, 'residual_radius': 7.117445969118396, 'marginal_clipped_coordinates': 1165, 'parallel_clipped_rows': 3, 'residual_clipped_rows': 623, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.281753542,,,10,1165,3.0,0.9607449856733524,dual_bound,4000,22000,50,3,4.0,5,,,623,1.5,mixed,,500,weak,13200,completed,0.8640218533706258,,14196.804666966706,dense,3.798497443539195,0.8423298378543156
,0,512,,0.026162207533015677,0.02742764548399953,,0,0,,{},4000,0.004845029,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,clean,,501,strong,400,completed,0.017676055898845296,,825588.4536501226,dense,,
,0,512,,0.03690999267343345,,,0,0,,{},4000,0.015353915,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,501,strong,4040,completed,0.0206345136268955,,260519.87392140704,dense,,
,0,512,,0.038068354419727585,,,0,0,,{},4000,2.268313943,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,clean,,501,strong,195600,completed,0.020943978164748318,,1763.4243321317892,dense,,
,0,512,0.00319,1.4107085833333657,0.540853685619593,,0,0,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.351912498,,,10,0,3.0,,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,clean,,501,strong,38024,completed,0.18625243872611721,,11366.461898150601,dense,1.4233247482741214,0.5363977225339959
,1304752,512,0.003595183486238532,1.4059101020719689,0.5926912723199041,,0,0,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.56352370607296, 'residual_radius': 5.8146879316189475, 'marginal_clipped_coordinates': 627, 'parallel_clipped_rows': 1, 'residual_clipped_rows': 238, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.295028268,,,10,627,3.0,,dual_bound,4000,22000,50,1,4.0,5,,,238,1.5,clean,,501,strong,13200,completed,0.19470545910358195,,13558.022853593135,dense,1.4023174567538907,0.6093702265652381
,0,512,,0.8256252457391446,726692.9618852048,,0,17450,,{},4000,0.006373056,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,501,strong,400,completed,0.9687231726998896,,627642.374396208,dense,,
,0,512,,0.09087321768105502,,,0,17450,,{},4000,0.017523871,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,501,strong,4040,completed,0.04096302029079598,,228260.06879416085,dense,,
,0,512,,0.0542621858771401,,,0,17450,,{},4000,2.458573636,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,501,strong,195600,completed,0.027215686903419203,,1626.959608380019,dense,,
,0,512,0.0018625034237195288,1.75015383737755,0.8803149824723142,,0,17450,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.357734454,,,10,0,3.0,0.2586819484240688,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,casewise_cauchy,,501,strong,38024,completed,0.6484400081644576,,11181.478203382669,dense,2.6191236072697013,0.9172188729131519
,1304752,512,0.003561643835616438,1.3847820866119493,0.6253441560286196,,0,17450,,"{'phase': 'estimating', 'ready': True, 'total_seen': 4000, 'epoch_index': 0, 'epoch_seen': 4000, 'calibration_count': 512, 'effective_n': 3488, 'serving_epoch': 0, 'serving_n': 3488, 'basis_rank': 10, 'parallel_radius': 10.56352370607296, 'residual_radius': 5.8146879316189475, 'marginal_clipped_coordinates': 13881, 'parallel_clipped_rows': 37, 'residual_clipped_rows': 555, 'state_bytes': 13200, 'calibration_peak_state_bytes_bound': 1304752, 'epoch_history': []}",3488,0.291577861,,,10,13881,3.0,0.2365616045845272,dual_bound,4000,22000,50,37,4.0,5,,,555,1.5,casewise_cauchy,,501,strong,13200,completed,0.20558788503614808,,13718.462664763152,dense,1.4996152441678943,0.6721895557085937
,0,512,,0.7873318501549652,74154.94826764167,,0,17330,,{},4000,0.003354152,,,10,0,3.0,,pearson,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,501,strong,400,completed,0.9288311678268132,,1192551.7984873673,dense,,
,0,512,,0.1699700342564222,,,0,17330,,{},4000,0.011369459,,,10,0,3.0,,force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,501,strong,4040,completed,0.0625234531474496,,351819.73038470873,dense,,
,0,512,,0.11661285059309395,,,0,17330,,{},4000,2.383358574,,,10,0,3.0,,mad_force,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,501,strong,195600,completed,0.03707766466846655,,1678.303904261785,dense,,
,0,512,0.0017955876717578147,1.9711284169991046,0.8973464701173102,,0,17330,,"{'effective_n': 4000, 'trim_mode': 'mad'}",4000,0.330251639,,,10,0,3.0,0.258799769186382,sketch_mad,4000,22000,50,0,4.0,5,,,0,1.5,cellwise_cauchy,,501,strong,38024,completed,0.5167366356721187,,12111.976225498764,dense,3.069812181672936,0.9295772783356665
