calibration_peak_state_bytes,calibration_size,clean_marginal_attenuation_rate,clean_target_correlation_error,clean_target_scale_scatter_error,contaminated_calibration_rows,contaminated_cells,diagnostics,effective_n,elapsed_seconds,k,marginal_clipped_coordinates,marginal_lambda,marginal_retained_contamination_rate,method,n,output_bytes,p,parallel_clipped_rows,parallel_lambda,rank,residual_clipped_rows,residual_lambda,scenario,seed,spectrum,state_bytes,status,subspace_error,throughput_rows_per_second,tier,transformed_target_compression_error,transformed_target_scatter_compression_error
0,512,0.003988259035039442,9.44429734736676,1.2226068166119528,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.484368222,40,0,3.0,0.9602367941712204,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,500,weak,451200,completed,0.8396895510736375,12387.270112860542,oracle_ablation,6.893818051711731,0.7038756243980359
0,512,0.0027108333333333333,3.2879463471400476,0.9973311841720955,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.231479253,10,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,strong,355200,completed,0.77288224784428,25920.249535279087,oracle_ablation,3.2825331591148403,0.997310017033555
0,512,0.0027108333333333333,3.182636145077134,0.8536930777374698,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.314498913,20,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,strong,387200,completed,0.47043601487027764,19077.96736963603,oracle_ablation,3.1776765545676042,0.8528238842563176
0,512,0.0027108333333333333,2.1963476755952676,0.5623650674266197,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.446817022,40,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,strong,451200,completed,0.16577133260591198,13428.315629389786,oracle_ablation,2.192761370194225,0.5603625729836962
0,512,0.0009190974133186571,3.566285268330552,0.9971869193129167,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.254253726,10,0,3.0,0.23908925318761384,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,strong,355200,completed,0.9014745645384675,23598.4742264898,oracle_ablation,4.578860314932869,0.9971277698389904
0,512,0.0009190974133186571,2.4148747093389646,0.9907393652738767,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.306714635,20,0,3.0,0.23908925318761384,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,strong,387200,completed,0.9202526119485462,19562.157508395383,oracle_ablation,3.088866774974946,0.9919832037384336
0,512,0.0009190974133186571,1.867909678233919,0.796328413972784,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.447800207,40,0,3.0,0.23908925318761384,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,strong,451200,completed,0.5786721008252474,13398.832573563326,oracle_ablation,2.7944860197163166,0.8768061294236982
0,512,0.0009082102203923468,3.181935134328518,0.9987498126891718,0,109944,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.244974861,10,0,3.0,0.23833951830022557,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,strong,355200,completed,0.8867836284747872,24492.309029210963,oracle_ablation,4.376125726672833,0.9990633706778262
0,512,0.0009082102203923468,2.3523539979225934,0.9952694859891644,0,109944,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.36218909,20,0,3.0,0.23833951830022557,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,strong,387200,completed,0.7873672472198181,16565.932452576086,oracle_ablation,3.3483367989739548,0.9967592266043551
0,512,0.0009082102203923468,2.5825196649650004,0.8392631745705464,0,109944,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.451841865,40,0,3.0,0.23833951830022557,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,strong,451200,completed,0.48380888992231136,13278.982017303775,oracle_ablation,3.9613096688977403,0.9058596905226011
