attacked_rows,calibration_peak_state_bytes,elapsed_seconds,incremental_rss_bytes,k,method,n,output_bytes,p,peak_rss_bytes,rank,scenario,seed,state_bytes,status,subspace_error,throughput_rows_per_second,tier
6807,270532992,516.214104824,55054336,50,dual_bound,68579,1600000,10000,1077133312,20,in_subspace,507,12240000,completed,0.9772634510008201,132.84991510137365,pbmc
6807,0,639.774485064,35483648,50,rfd,68579,1600000,10000,303689728,20,in_subspace,507,8240008,completed,0.9241775207098321,107.19245859443689,pbmc
6807,0,669.296876944,130883584,50,sketch_mad,68579,1600000,10000,371310592,20,in_subspace,507,14000024,completed,0.9841235185072744,102.4642462297609,pbmc
6807,0,701.055028461,42000384,50,vanilla_fd,68579,1600000,10000,303620096,20,in_subspace,507,8080000,completed,0.9707389583982058,97.82256344491091,pbmc
6807,270532992,609.561513291,27611136,50,dual_bound,68579,1600000,10000,1957826560,20,bounded_out_of_subspace,508,12240000,completed,0.9693775236069914,112.50546254100678,pbmc
6807,0,1464.899521499,33562624,50,rfd,68579,1600000,10000,1866838016,20,bounded_out_of_subspace,508,8240008,completed,0.9241923682232449,46.814814936811906,pbmc
6807,0,2497.650153532,130785280,50,sketch_mad,68579,1600000,10000,368701440,20,bounded_out_of_subspace,508,14000024,completed,0.9836039483553302,27.45740827754457,pbmc
6807,0,1573.463542563,41889792,50,vanilla_fd,68579,1600000,10000,304275456,20,bounded_out_of_subspace,508,8080000,completed,0.9706720763116881,43.58474037999782,pbmc
6807,270532992,2072.852692135,54898688,50,dual_bound,68579,1600000,10000,1077440512,20,casewise,508,12240000,completed,0.9782802260480538,33.084357735698475,pbmc
6807,0,1558.448583402,35299328,50,rfd,68579,1600000,10000,304267264,20,casewise,508,8240008,completed,0.9958322800522283,44.00465997427785,pbmc
6807,0,2480.299854555,130793472,50,sketch_mad,68579,1600000,10000,370573312,20,casewise,508,14000024,completed,0.9845353241090228,27.649479507107426,pbmc
6807,0,1607.659837326,41971712,50,vanilla_fd,68579,1600000,10000,304263168,20,casewise,508,8080000,completed,0.9990399113759285,42.65765580986745,pbmc
68067,270532992,1876.438142964,55283712,50,dual_bound,68579,1600000,10000,1081323520,20,cellwise,508,12240000,completed,0.992091617009417,36.5474344343019,pbmc
68067,0,1653.015491031,35549184,50,rfd,68579,1600000,10000,308043776,20,cellwise,508,8240008,completed,0.9953027384823373,41.48720951019442,pbmc
68067,0,2415.045193447,130772992,50,sketch_mad,68579,1600000,10000,374734848,20,cellwise,508,14000024,completed,0.9833423287150147,28.396570046011032,pbmc
68067,0,1682.249146703,42143744,50,vanilla_fd,68579,1600000,10000,307789824,20,cellwise,508,8080000,completed,0.9953386125717334,40.76625637433453,pbmc
0,270532992,2010.737506431,55083008,50,dual_bound,68579,1600000,10000,1076801536,20,clean,508,12240000,completed,0.9847881591774991,34.10639120256214,pbmc
0,0,1584.257691846,35332096,50,rfd,68579,1600000,10000,303493120,20,clean,508,8240008,completed,0.9246561253107126,43.2877809923023,pbmc
0,0,2532.136680197,130707456,50,sketch_mad,68579,1600000,10000,370274304,20,clean,508,14000024,completed,0.9813503016778895,27.083451117127122,pbmc
0,0,1623.378526639,42037248,50,vanilla_fd,68579,1600000,10000,303206400,20,clean,508,8080000,completed,0.9712348947915067,42.24461447200743,pbmc
